@RELATION BnB
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE a65 REAL
@ATTRIBUTE a66 REAL
@ATTRIBUTE a67 REAL
@ATTRIBUTE a68 REAL
@ATTRIBUTE a69 REAL
@ATTRIBUTE a70 REAL
@ATTRIBUTE a71 REAL
@ATTRIBUTE a72 REAL
@ATTRIBUTE a73 REAL
@ATTRIBUTE a74 REAL
@ATTRIBUTE a75 REAL
@ATTRIBUTE a76 REAL
@ATTRIBUTE a77 REAL
@ATTRIBUTE a78 REAL
@ATTRIBUTE a79 REAL
@ATTRIBUTE a80 REAL
@ATTRIBUTE a81 REAL
@ATTRIBUTE a82 REAL
@ATTRIBUTE a83 REAL
@ATTRIBUTE a84 REAL
@ATTRIBUTE a85 REAL
@ATTRIBUTE a86 REAL
@ATTRIBUTE a87 REAL
@ATTRIBUTE a88 REAL
@ATTRIBUTE a89 REAL
@ATTRIBUTE a90 REAL
@ATTRIBUTE a91 REAL
@ATTRIBUTE a92 REAL
@ATTRIBUTE a93 REAL
@ATTRIBUTE a94 REAL
@ATTRIBUTE a95 REAL
@ATTRIBUTE a96 REAL
@ATTRIBUTE a97 REAL
@ATTRIBUTE a98 REAL
@ATTRIBUTE a99 REAL
@ATTRIBUTE a100 REAL
@ATTRIBUTE a101 REAL
@ATTRIBUTE a102 REAL
@ATTRIBUTE a103 REAL
@ATTRIBUTE a104 REAL
@ATTRIBUTE a105 REAL
@ATTRIBUTE a106 REAL
@ATTRIBUTE a107 REAL
@ATTRIBUTE a108 REAL
@ATTRIBUTE a109 REAL
@ATTRIBUTE a110 REAL
@ATTRIBUTE a111 REAL
@ATTRIBUTE a112 REAL
@ATTRIBUTE a113 REAL
@ATTRIBUTE a114 REAL
@ATTRIBUTE a115 REAL
@ATTRIBUTE a116 REAL
@ATTRIBUTE a117 REAL
@ATTRIBUTE a118 REAL
@ATTRIBUTE a119 REAL
@ATTRIBUTE a120 REAL
@ATTRIBUTE a121 REAL
@ATTRIBUTE a122 REAL
@ATTRIBUTE a123 REAL
@ATTRIBUTE a124 REAL
@ATTRIBUTE a125 REAL
@ATTRIBUTE a126 REAL
@ATTRIBUTE a127 REAL
@ATTRIBUTE a128 REAL
@ATTRIBUTE a129 REAL
@ATTRIBUTE a130 REAL
@ATTRIBUTE a131 REAL
@ATTRIBUTE a132 REAL
@ATTRIBUTE a133 REAL
@ATTRIBUTE a134 REAL
@ATTRIBUTE a135 REAL
@ATTRIBUTE a136 REAL
@ATTRIBUTE a137 REAL
@ATTRIBUTE a138 REAL
@ATTRIBUTE a139 REAL
@ATTRIBUTE a140 REAL
@ATTRIBUTE a141 REAL
@ATTRIBUTE a142 REAL
@ATTRIBUTE a143 REAL
@ATTRIBUTE a144 REAL
@ATTRIBUTE a145 REAL
@ATTRIBUTE a146 REAL
@ATTRIBUTE a147 REAL
@ATTRIBUTE a148 REAL
@ATTRIBUTE a149 REAL
@ATTRIBUTE a150 REAL
@ATTRIBUTE class     {0, 1}
@DATA
0.000000, 0.000136, 0.000407, 0.001899, 0.005289, 0.011256, 0.016410, 0.025632, 0.023055, 0.020207, 0.022106, 0.027666, 0.030378, 0.034989, 0.025089, 0.029700, 0.029022, 0.040957, 0.044618, 0.057637, 0.069436, 0.072555, 0.095068, 0.095068, 0.095746, 0.110122, 0.129379, 0.129786, 0.086660, 0.090321, 0.092356, 0.092084, 0.099136, 0.098594, 0.127752, 0.150942, 0.101713, 0.029836, 0.006238, 0.002170, 0.000542, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000136, 0.000542, 0.000949, 0.002984, 0.005153, 0.012206, 0.020885, 0.021834, 0.021699, 0.023462, 0.020885, 0.021428, 0.021428, 0.017359, 0.011121, 0.012070, 0.012206, 0.010714, 0.016003, 0.012477, 0.009900, 0.021699, 0.020885, 0.026988, 0.042041, 0.048687, 0.076488, 0.099272, 0.135346, 0.180507, 0.189593, 0.305953, 0.301071, 0.253062, 0.137516, 0.048280, 0.029565, 0.015325, 0.007595, 0.004747, 0.001763, 0.000136, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000136, 0.001356, 0.008544, 0.018037, 0.017359, 0.016138, 0.025089, 0.019122, 0.016410, 0.017359, 0.017223, 0.017359, 0.011392, 0.010307, 0.009086, 0.009629, 0.007730, 0.004475, 0.007052, 0.007188, 0.005967, 0.006916, 0.006103, 0.005967, 0.005560, 0.012612, 0.029158, 0.035125, 0.049772, 0.080286, 0.132770, 0.250079, 0.351792, 0.334026, 0.219429, 0.124226, 0.102663, 0.064283, 0.061435, 0.043669, 0.025360, 0.022241, 0.007595, 0.003390, 0.000542, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000096, 0.000096, 0.000096, 0.000096, 0.000096, 0.000192, 0.000096, 0.000000, 0.000192, 0.000192, 0.000958, 0.002395, 0.006992, 0.010249, 0.020786, 0.039656, 0.085347, 0.101247, 0.108527, 0.175866, 0.137359, 0.115903, 0.038698, 0.095021, 0.083814, 0.008717, 0.013889, 0.100194, 0.288895, 0.126344, 0.004694, 0.001054, 0.000287, 0.000671, 0.000383, 0.000287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000192, 0.000192, 0.000192, 0.000096, 0.000192, 0.000096, 0.000192, 0.000000, 0.000383, 0.000671, 0.000192, 0.000287, 0.001628, 0.003544, 0.007759, 0.015709, 0.019253, 0.025958, 0.033813, 0.082377, 0.251729, 0.231231, 0.504034, 0.347900, 0.036016, 0.002490, 0.000862, 0.000575, 0.000096, 0.000192, 0.000383, 0.000766, 0.000192, 0.000096, 0.000096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000096, 0.000192, 0.000096, 0.000192, 0.000096, 0.000287, 0.000000, 0.000287, 0.000000, 0.000096, 0.000383, 0.000383, 0.000287, 0.001149, 0.001245, 0.003927, 0.004502, 0.006801, 0.007376, 0.009675, 0.017433, 0.023851, 0.074523, 0.218300, 0.261596, 0.134294, 0.169544, 0.213606, 0.164084, 0.155176, 0.096458, 0.001149, 0.000479, 0.000287, 0.000383, 0.000766, 0.000096, 0.000192, 0.000096, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.092765, 0.028149, 0.030709, 0.031732, 0.034675, 0.043504, 0.058346, 0.068582, 0.039025, 0.051821, 0.057962, 0.082401, 0.105561, 0.077411, 0.085984, 0.095580, 0.095836, 0.105049, 0.090718, 0.089567, 0.077795, 0.069222, 0.090974, 0.083681, 0.079458, 0.074468, 0.049390, 0.028405, 0.008829, 0.006526, 0.006270, 0.011132, 0.020856, 0.021624, 0.013051, 0.009213, 0.008061, 0.013179, 0.007293, 0.004734, 0.006014, 0.005630, 0.007933, 0.005630, 0.003839, 0.003711, 0.004862, 0.006526, 0.001919, 0.000768, 0.000000, 0.000000, 0.000768, 0.003071, 0.003711, 0.002687, 0.003071, 0.005246, 0.009213, 0.009980, 0.008701, 0.009980, 0.011388, 0.006270, 0.005758, 0.004734, 0.005374, 0.006654, 0.006014, 0.006909, 0.008957, 0.008445, 0.012795, 0.011132, 0.012923, 0.014203, 0.021240, 0.028661, 0.029173, 0.048750, 0.077667, 0.118740, 0.232105, 0.329221, 0.379250, 0.326022, 0.176702, 0.091230, 0.014587, 0.005630, 0.004350, 0.004734, 0.005502, 0.004606, 0.003327, 0.004862, 0.003583, 0.005758, 0.002175, 0.000512, 0.000000, 0.000000, 0.000000, 0.001407, 0.002431, 0.003071, 0.002047, 0.002175, 0.002687, 0.002431, 0.005246, 0.004606, 0.004734, 0.008829, 0.011900, 0.007933, 0.009980, 0.013691, 0.009980, 0.012667, 0.015866, 0.011900, 0.016762, 0.013435, 0.018937, 0.020984, 0.027510, 0.060265, 0.114901, 0.170816, 0.275737, 0.326278, 0.294674, 0.124625, 0.081378, 0.063720, 0.051437, 0.092254, 0.106200, 0.059370, 0.010492, 0.004734, 0.005118, 0.003839, 0.004606, 0.004734, 0.003327, 0.004862, 0.001152, 0.000640, 0
0.000820, 0.000328, 0.000820, 0.001313, 0.000656, 0.000984, 0.003117, 0.004430, 0.003938, 0.005086, 0.007219, 0.008368, 0.014275, 0.012798, 0.010665, 0.012634, 0.017064, 0.018541, 0.019689, 0.023955, 0.024447, 0.027565, 0.040691, 0.036261, 0.043808, 0.046433, 0.055293, 0.095000, 0.089913, 0.095820, 0.101071, 0.106813, 0.116001, 0.102219, 0.104680, 0.097297, 0.100578, 0.125354, 0.110915, 0.109438, 0.109931, 0.086632, 0.101071, 0.086304, 0.125518, 0.299110, 0.082530, 0.000820, 0.000000, 0.000000, 0.000656, 0.000984, 0.002133, 0.002789, 0.003938, 0.003446, 0.003446, 0.005907, 0.006891, 0.010337, 0.010993, 0.011485, 0.011157, 0.013618, 0.013290, 0.017884, 0.021002, 0.029698, 0.028221, 0.031338, 0.036261, 0.045449, 0.065138, 0.059888, 0.081381, 0.099758, 0.104352, 0.129948, 0.109767, 0.109438, 0.101727, 0.101235, 0.131424, 0.112064, 0.119447, 0.105829, 0.095820, 0.110259, 0.074162, 0.072521, 0.077936, 0.112228, 0.356208, 0.046269, 0.000328, 0.000164, 0.000000, 0.000000, 0.000000, 0.000000, 0.000984, 0.002297, 0.005086, 0.004922, 0.007055, 0.008696, 0.010337, 0.011649, 0.010501, 0.009024, 0.010009, 0.011157, 0.017720, 0.020017, 0.024775, 0.028057, 0.036425, 0.047418, 0.050371, 0.067599, 0.078756, 0.106157, 0.151770, 0.130768, 0.129620, 0.121252, 0.127815, 0.147012, 0.121416, 0.125846, 0.109602, 0.095656, 0.120431, 0.080397, 0.069240, 0.087780, 0.111243, 0.337667, 0.049879, 0.001149, 0.000492, 0.000164, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000157, 0.001253, 0.001253, 0.001096, 0.002192, 0.002662, 0.005949, 0.009550, 0.012055, 0.022858, 0.046499, 0.056676, 0.070610, 0.085640, 0.101766, 0.150614, 0.138715, 0.140751, 0.147796, 0.130417, 0.129321, 0.094564, 0.103332, 0.106776, 0.089398, 0.073272, 0.046186, 0.052762, 0.058868, 0.071393, 0.137463, 0.225295, 0.098792, 0.037888, 0.016283, 0.013464, 0.011116, 0.011429, 0.024267, 0.015813, 0.016752, 0.001879, 0.000313, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000939, 0.000783, 0.001253, 0.000470, 0.002192, 0.001879, 0.001409, 0.002035, 0.002348, 0.001879, 0.003288, 0.000939, 0.000626, 0.001566, 0.001566, 0.003288, 0.003758, 0.009707, 0.035070, 0.126190, 0.256451, 0.264123, 0.239542, 0.210108, 0.192103, 0.217310, 0.158755, 0.125720, 0.071863, 0.034444, 0.045873, 0.082352, 0.076873, 0.075150, 0.117423, 0.152180, 0.020040, 0.006263, 0.005793, 0.003914, 0.005323, 0.002035, 0.000313, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000939, 0.002035, 0.002818, 0.002662, 0.002505, 0.002192, 0.002192, 0.002505, 0.001409, 0.000626, 0.002348, 0.024737, 0.066383, 0.124781, 0.170028, 0.148422, 0.151710, 0.112099, 0.118205, 0.097852, 0.081256, 0.085953, 0.058711, 0.065913, 0.066226, 0.068575, 0.080160, 0.068105, 0.064504, 0.070610, 0.073428, 0.134488, 0.074837, 0.026146, 0.007045, 0.012212, 0.034131, 0.034757, 0.052918, 0.160791, 0.156563, 0.047126, 0.003131, 0.001096, 0
0.003215, 0.015887, 0.034422, 0.036503, 0.032909, 0.031775, 0.043123, 0.048607, 0.040096, 0.050121, 0.055416, 0.054471, 0.075086, 0.063360, 0.062793, 0.067899, 0.070547, 0.115561, 0.120668, 0.120857, 0.131448, 0.135420, 0.173625, 0.143174, 0.180623, 0.151307, 0.118020, 0.142040, 0.101754, 0.073384, 0.046338, 0.042366, 0.047851, 0.046149, 0.037259, 0.046527, 0.045770, 0.042366, 0.022507, 0.010970, 0.009268, 0.007754, 0.014563, 0.022318, 0.042366, 0.048040, 0.044636, 0.016644, 0.006809, 0.004161, 0.000189, 0.000757, 0.010781, 0.023831, 0.027235, 0.031018, 0.031964, 0.037070, 0.032909, 0.036503, 0.046149, 0.048797, 0.058442, 0.065062, 0.061469, 0.068656, 0.064873, 0.068467, 0.057497, 0.058632, 0.052579, 0.062036, 0.065440, 0.052958, 0.082462, 0.094000, 0.104402, 0.121424, 0.069601, 0.070169, 0.065440, 0.042555, 0.045581, 0.038394, 0.047662, 0.097215, 0.101187, 0.186297, 0.100619, 0.123126, 0.107050, 0.102132, 0.155468, 0.153199, 0.081517, 0.025155, 0.007565, 0.008511, 0.002459, 0.002270, 0.003404, 0.025155, 0.057497, 0.069790, 0.090217, 0.088704, 0.075464, 0.066575, 0.051823, 0.048229, 0.036503, 0.036314, 0.046338, 0.037638, 0.043690, 0.039529, 0.046527, 0.051255, 0.043879, 0.034422, 0.038205, 0.036881, 0.048797, 0.038016, 0.038016, 0.037827, 0.034801, 0.061090, 0.052958, 0.064116, 0.070169, 0.091163, 0.095891, 0.086813, 0.076599, 0.062982, 0.034801, 0.035557, 0.020994, 0.013618, 0.011915, 0.012105, 0.010781, 0.018724, 0.038772, 0.083030, 0.148281, 0.421391, 0.303371, 0.018157, 0
0.000308, 0.001230, 0.002922, 0.001846, 0.005383, 0.006767, 0.008613, 0.014765, 0.010766, 0.013073, 0.015841, 0.013996, 0.018148, 0.015534, 0.017379, 0.017994, 0.022455, 0.033067, 0.037219, 0.034605, 0.024608, 0.034451, 0.077207, 0.102738, 0.119963, 0.114426, 0.136727, 0.165026, 0.128114, 0.113504, 0.089819, 0.068748, 0.055829, 0.049216, 0.055521, 0.041833, 0.037066, 0.035989, 0.029837, 0.033682, 0.033682, 0.044448, 0.065365, 0.067979, 0.085512, 0.180406, 0.177484, 0.047678, 0.005844, 0.005229, 0.000000, 0.000308, 0.001077, 0.001384, 0.002153, 0.001538, 0.004306, 0.007536, 0.010612, 0.010920, 0.015380, 0.017379, 0.024146, 0.018917, 0.019994, 0.020917, 0.021839, 0.025838, 0.023377, 0.021224, 0.023070, 0.025992, 0.030298, 0.026607, 0.032298, 0.030452, 0.037219, 0.067518, 0.038142, 0.029837, 0.049677, 0.094279, 0.161950, 0.224854, 0.267303, 0.223777, 0.155491, 0.104737, 0.082590, 0.076592, 0.119656, 0.183636, 0.117349, 0.017841, 0.009074, 0.008459, 0.009843, 0.009382, 0.007382, 0.005691, 0.000000, 0.000154, 0.004614, 0.007536, 0.008613, 0.009843, 0.009843, 0.008920, 0.010458, 0.014150, 0.015687, 0.017072, 0.023685, 0.017225, 0.019071, 0.022916, 0.021993, 0.026761, 0.022608, 0.019532, 0.023993, 0.021532, 0.021839, 0.021378, 0.025531, 0.029529, 0.031067, 0.042602, 0.048139, 0.059674, 0.050138, 0.050446, 0.078130, 0.071516, 0.086127, 0.097355, 0.140418, 0.255614, 0.069363, 0.019379, 0.020455, 0.121194, 0.414334, 0.291141, 0.089972, 0.011535, 0.012458, 0.012304, 0.012458, 0.009536, 0
0.009056, 0.031048, 0.055196, 0.065330, 0.058215, 0.046356, 0.044631, 0.068995, 0.068133, 0.061664, 0.048943, 0.046787, 0.035360, 0.028029, 0.028676, 0.039025, 0.058215, 0.093790, 0.070289, 0.081932, 0.084950, 0.091203, 0.098534, 0.083010, 0.078266, 0.094653, 0.113626, 0.142518, 0.120310, 0.111901, 0.120957, 0.119017, 0.153083, 0.136912, 0.141009, 0.141871, 0.133678, 0.134756, 0.086675, 0.077835, 0.075679, 0.051531, 0.043338, 0.026520, 0.023286, 0.004528, 0.002587, 0.000647, 0.000000, 0.000000, 0.000000, 0.006253, 0.029323, 0.062742, 0.085813, 0.066839, 0.046356, 0.075032, 0.061449, 0.050884, 0.042691, 0.037732, 0.040750, 0.031910, 0.030401, 0.026736, 0.033419, 0.041397, 0.035360, 0.031479, 0.043553, 0.072229, 0.133894, 0.101983, 0.109314, 0.123329, 0.123329, 0.151789, 0.117076, 0.109530, 0.100690, 0.114058, 0.147693, 0.116860, 0.111470, 0.115351, 0.108883, 0.157826, 0.126132, 0.130013, 0.115351, 0.105002, 0.106080, 0.031048, 0.012937, 0.006253, 0.002372, 0.001294, 0.000647, 0.000000, 0.000000, 0.001078, 0.018327, 0.061018, 0.092281, 0.068348, 0.074817, 0.083657, 0.053687, 0.037947, 0.040103, 0.036438, 0.041397, 0.034066, 0.035360, 0.038163, 0.041613, 0.059293, 0.056490, 0.060802, 0.064467, 0.068348, 0.090556, 0.076326, 0.096593, 0.126778, 0.115567, 0.111470, 0.093790, 0.104571, 0.092497, 0.100043, 0.128935, 0.093143, 0.099396, 0.105218, 0.119663, 0.106942, 0.078051, 0.086244, 0.086675, 0.072229, 0.091203, 0.074601, 0.073954, 0.057568, 0.052178, 0.071151, 0.040103, 0.019405, 0
0.005771, 0.017930, 0.053378, 0.041218, 0.061003, 0.062240, 0.047195, 0.048019, 0.044310, 0.054202, 0.044928, 0.034623, 0.029265, 0.023494, 0.035036, 0.041837, 0.052553, 0.098718, 0.086146, 0.084498, 0.078933, 0.076254, 0.079964, 0.062446, 0.056263, 0.055439, 0.059560, 0.103664, 0.100985, 0.108816, 0.117060, 0.130868, 0.174560, 0.123861, 0.127983, 0.124479, 0.118915, 0.145707, 0.112732, 0.113969, 0.105519, 0.065331, 0.058736, 0.055851, 0.037096, 0.008656, 0.003710, 0.002267, 0.000618, 0.000000, 0.000000, 0.000412, 0.018548, 0.060797, 0.090886, 0.083261, 0.049874, 0.053996, 0.060797, 0.054820, 0.034417, 0.029677, 0.027410, 0.023288, 0.021640, 0.018136, 0.016693, 0.023907, 0.019785, 0.031738, 0.043898, 0.051729, 0.097275, 0.141173, 0.117472, 0.108198, 0.101603, 0.122624, 0.095420, 0.087589, 0.094184, 0.097275, 0.133753, 0.108610, 0.149004, 0.154569, 0.176827, 0.223197, 0.139730, 0.129219, 0.115411, 0.074811, 0.048844, 0.029677, 0.010923, 0.002679, 0.000412, 0.000206, 0.000206, 0.000000, 0.000000, 0.000000, 0.010098, 0.074399, 0.115823, 0.072338, 0.056263, 0.084498, 0.061209, 0.035654, 0.027616, 0.027204, 0.027204, 0.020197, 0.022876, 0.022464, 0.028853, 0.031120, 0.034417, 0.035242, 0.050699, 0.048638, 0.076872, 0.074605, 0.082643, 0.106755, 0.113556, 0.163225, 0.123449, 0.107786, 0.102221, 0.100779, 0.128189, 0.101809, 0.096039, 0.088207, 0.080788, 0.096039, 0.064919, 0.071514, 0.069659, 0.073781, 0.172086, 0.141379, 0.078109, 0.063064, 0.047195, 0.039776, 0.022876, 0.002473, 0
0.000000, 0.000000, 0.000000, 0.000000, 0.003198, 0.017232, 0.016166, 0.012791, 0.025760, 0.031445, 0.034820, 0.034465, 0.053829, 0.054184, 0.063955, 0.089182, 0.096465, 0.118139, 0.112454, 0.116362, 0.132884, 0.131463, 0.141056, 0.116007, 0.102328, 0.102150, 0.095222, 0.104637, 0.084207, 0.122403, 0.178718, 0.222066, 0.251911, 0.077279, 0.050453, 0.044591, 0.033043, 0.025049, 0.007461, 0.005330, 0.001777, 0.000000, 0.000178, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003375, 0.014923, 0.017232, 0.010126, 0.015989, 0.025937, 0.027891, 0.026293, 0.023450, 0.026115, 0.041215, 0.048854, 0.073726, 0.077457, 0.086339, 0.108013, 0.133417, 0.184226, 0.132174, 0.147096, 0.128088, 0.115652, 0.128265, 0.135549, 0.163796, 0.174100, 0.183160, 0.165572, 0.053651, 0.059514, 0.079944, 0.073371, 0.076924, 0.045124, 0.047966, 0.037129, 0.009416, 0.006218, 0.002842, 0.000355, 0.000178, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000178, 0.007639, 0.022384, 0.012258, 0.026115, 0.027358, 0.025049, 0.030023, 0.023095, 0.024161, 0.029668, 0.033932, 0.052585, 0.059158, 0.089004, 0.141767, 0.115829, 0.096998, 0.078167, 0.091136, 0.111033, 0.156334, 0.205189, 0.186358, 0.162907, 0.124712, 0.062889, 0.086694, 0.071949, 0.063244, 0.051875, 0.069285, 0.059514, 0.042814, 0.074969, 0.074081, 0.079766, 0.070528, 0.054362, 0.046723, 0.027714, 0.034998, 0.004974, 0.001244, 0.000000, 0
0.000000, 0.000000, 0.000136, 0.000546, 0.000546, 0.000409, 0.000682, 0.000682, 0.001092, 0.001228, 0.001092, 0.003002, 0.005459, 0.003002, 0.003821, 0.004640, 0.005596, 0.010509, 0.021836, 0.030707, 0.051042, 0.061824, 0.050496, 0.036030, 0.039169, 0.057183, 0.092531, 0.210992, 0.235967, 0.190793, 0.123238, 0.088982, 0.121600, 0.134565, 0.015285, 0.013921, 0.015831, 0.034392, 0.044355, 0.072332, 0.145210, 0.176327, 0.115732, 0.003412, 0.004367, 0.003139, 0.002184, 0.000136, 0.000000, 0.000000, 0.000000, 0.000000, 0.000136, 0.000546, 0.000409, 0.000819, 0.000409, 0.001365, 0.002730, 0.003139, 0.003139, 0.003139, 0.004777, 0.005186, 0.002457, 0.004094, 0.003821, 0.003548, 0.003002, 0.004094, 0.008325, 0.017742, 0.029888, 0.039032, 0.056092, 0.048449, 0.030434, 0.039442, 0.042717, 0.070967, 0.138114, 0.234056, 0.316351, 0.170868, 0.110545, 0.110545, 0.170731, 0.076290, 0.127468, 0.162952, 0.157084, 0.014330, 0.003139, 0.002184, 0.005050, 0.003139, 0.003139, 0.000136, 0.000000, 0.000000, 0.003412, 0.002320, 0.002866, 0.001501, 0.001365, 0.001365, 0.001911, 0.001638, 0.002593, 0.002184, 0.002047, 0.001501, 0.002047, 0.002457, 0.001638, 0.002593, 0.001911, 0.002047, 0.002593, 0.002593, 0.002457, 0.003548, 0.004367, 0.009144, 0.013921, 0.023474, 0.037804, 0.073561, 0.069057, 0.080794, 0.115868, 0.170595, 0.271587, 0.227642, 0.152580, 0.104541, 0.142754, 0.212902, 0.195570, 0.088436, 0.160905, 0.014330, 0.002593, 0.002184, 0.003958, 0.003139, 0.004231, 0.001501, 0.000000, 0.000000, 0
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000125, 0.000249, 0.000249, 0.001123, 0.000873, 0.000499, 0.000374, 0.000748, 0.000873, 0.001372, 0.001996, 0.002619, 0.010851, 0.011100, 0.011350, 0.020455, 0.034922, 0.062361, 0.048392, 0.036294, 0.032553, 0.044401, 0.069221, 0.083315, 0.124972, 0.163138, 0.154532, 0.123975, 0.049141, 0.039163, 0.022824, 0.018584, 0.024820, 0.026691, 0.043154, 0.082567, 0.180225, 0.396245, 0.108384, 0.002993, 0.002993, 0.001996, 0.000748, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000499, 0.000748, 0.000499, 0.001372, 0.001746, 0.002245, 0.002619, 0.002120, 0.002245, 0.002619, 0.001746, 0.001497, 0.001621, 0.003617, 0.007483, 0.008606, 0.012348, 0.016089, 0.025818, 0.038040, 0.052134, 0.048392, 0.025942, 0.035671, 0.051136, 0.073711, 0.120981, 0.168501, 0.209036, 0.166380, 0.079324, 0.072215, 0.071591, 0.152536, 0.297714, 0.245081, 0.029684, 0.001497, 0.002120, 0.002993, 0.001996, 0.001247, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000249, 0.000748, 0.001123, 0.001497, 0.000998, 0.001871, 0.001871, 0.002494, 0.001247, 0.001996, 0.000873, 0.001996, 0.000748, 0.001497, 0.000873, 0.001621, 0.001497, 0.005488, 0.007359, 0.009728, 0.010352, 0.013969, 0.031056, 0.043528, 0.061114, 0.075083, 0.092046, 0.123975, 0.148545, 0.181222, 0.192697, 0.172492, 0.210033, 0.271896, 0.274889, 0.064357, 0.016214, 0.002744, 0.002120, 0.002245, 0.002494, 0.002494, 0.001746, 0.000374, 0.000000, 0
